Gen1:1 [1]起初[2]神[3]创造[4]诸天与地，
Joh2:19 耶稣回答说，你们拆毁这[1]殿，我[2]三日内要将它建立起来。
Joh2:20 犹太人便说，这殿是四十六年才造成的，你三日内就将它建立起来么？
Joh2:21 但耶稣是以祂的身体为殿说的。
Joh2:22 所以到祂从死人中复活以后，祂的门徒就想起祂说过这话，便信了圣经和耶稣所说的话。
Joh2:23 当耶稣在耶路撒冷过逾越节的时候，有许多人看见祂所行的神迹，就信入了祂的名。
Joh2:24 耶稣却不将自己信托他们，因为祂知道万人，
Joh2:25 也用不着谁见证人怎样，因祂知道在人里面的是什么。
Joh3:1 [1]但有一个法利赛人，名叫尼哥底母，是犹太人的官。
Joh3:2 这人夜里来到耶稣那里，对祂说，拉比，我们知道你是从神那里来作[1]教师的，因为你所行的这些神迹，若没有神同在，无人能行。
Joh3:3 耶稣回答说，我实实在在的告诉你，人若不[1]重生，就不能[2]见[3]神的国。
Joh3:4 尼哥底母说，人已经老了，如何能重生？岂能再进母腹生出来么？
Joh3:5 耶稣回答说，我实实在在的告诉你，人若不是[1]从[2]水和灵生的，就不能进神的国。
Joh3:6 [1]从肉体生的，就是肉体；[1]从那[2]灵生的，就是[2]灵。
Joh3:7 我说，你们必须重生，你不要以为希奇。
Joh3:8 [1]风随着意思吹，你听见风的响声，却不晓得从那里来，往那里去；凡[2]从那灵生的，就是这样。
Joh3:9 尼哥底母问祂说，怎能有这事？
Joh3:10 耶稣回答说，你是以色列的教师，还不明白这事么？
Joh3:11 我实实在在的告诉你，我们所说的，是我们知道的，我们所见证的，是我们见过的，你们却不领受我们的见证。
Joh3:12 我对你们说[1]地上的事，你们尚且不信，若对你们说[1]天上的事，你们如何能信？
Joh3:13 除了从天降下[1]仍旧在天的人子，没有人升过天。
Joh3:14 摩西在旷野怎样举[1]蛇，人子也必照样被举起来，
Joh3:15 叫一切信入祂的都得[1]永远的生命。
Joh3:16 [1]神爱[2]世人，甚至将祂的独生子赐给他们，叫一切[3]信入祂的，不至灭亡，反得永远的生命。
Joh3:17 因为神差祂的儿子到世上来，不是要[1]定世人的罪，乃是要叫世人藉祂得救。
Joh3:18 信入祂的人，不被定罪；不信的人，罪已经定了，因为他不信入神独生子的名。
Joh3:19 光来到世上，世人因自己的行为是恶的，不爱光倒爱黑暗，定他们的罪就是在此。
Joh3:20 凡[1]作恶的便恨光，并不来就光，恐怕他的行为受[2]责备。
Joh3:21 但行[1]真理的必来就光，要显明他的行为是在神里面行的。
Joh3:22 这事以后，耶稣和门徒到了犹太地，同他们在那里居住并施浸。
Joh3:23 约翰在靠近撒冷的哀嫩也施浸，因为那里水多，众人都去受浸。
Joh3:24 那时约翰还没有下在监里。
Joh3:25 约翰的门徒，和一个犹太人辩论洁净的礼。
Joh3:26 他们来到约翰那里，对他说，拉比，从前同你在约但河外，你所见证的那位，看哪，祂正在施浸，众人都往祂那里去了。
Joh3:27 约翰回答说，若不是从天上赐的，人就不能得到什么。
Joh3:28 我曾说，我不是基督，不过是奉差遣在祂前面来的，你们自己可以给我作见证。
Joh3:29 娶新妇的，就是新郎；新郎的朋友站着听祂，因着新郎的声音就欢喜快乐；所以我这喜乐满足了。
Joh3:30 祂必[1]扩增，我必衰减。
Joh3:31 [1]那从上头来的，是在万有之上；那[2]出于地的，是[2]属于地，他所说的，也是[2]属于地。那[2]从天上来的，是在万有之上。
Joh3:32 祂将所见所闻的见证出来，只是没有人领受祂的见证。
Joh3:33 那领受祂见证的，就盖上印，证明神是真的。
Joh3:34 神所差来的，就说神的[1]话，因为祂赐那灵是没有限量的。
Joh3:35 父爱子，已将万有交在祂手里。
Joh3:36 信入子的人有永远的生命；不信从子的人不得见生命，神的震怒却停留在他身上。
Joh4:1 那时，主知道法利赛人听见祂收门徒并施浸比约翰还多，
Joh4:2 （其实不是耶稣亲自施浸，乃是祂的门徒施浸，）
Joh4:3 祂就离开犹太，又往加利利去，
Joh4:4 必须经过撒玛利亚。
Joh4:5 于是到了撒玛利亚的一座城，名叫叙加，靠近雅各给他儿子约瑟的那块地，
Joh4:6 在那里有雅各[1]井。耶稣因行路疲累，就这样坐在[1]井旁，那时约是[2]午后六时。
Joh4:7 有一个撒玛利亚妇人来打水，耶稣对她说，请给我水喝。
Joh4:8 原来祂的门徒进城买食物去了。
Joh4:9 撒玛利亚妇人对祂说，你既是犹太人，怎么向我一个撒玛利亚妇人要水喝？（原来犹太人和[1]撒玛利亚人没有来往。）
Joh4:10 耶稣回答说，你若知道神的恩赐，和对你说请给我水喝的是谁，你必早求祂，祂也必早给了你活水。
Joh4:11 妇人说，先生，你没有打水的器具，井又深，从那里得活水？
Joh4:12 我们的祖宗雅各，将这井给了我们，他自己和他的子孙并牲畜，也都喝这井里的水，难道你比他还大么？
Joh4:13 耶稣回答说，凡[1]喝这水的，还要再渴；
Joh4:14 人若喝我所赐的水，就永远不渴；我所赐的水，要在他里面成为泉源，直涌入[1]永远的生命。
Joh4:15 妇人说，先生，请把这水赐给我，叫我不渴，也不用来这里打水。
Joh4:16 耶稣说，你去[1]叫你的丈夫，然后到这里来。
Joh4:17 妇人回答说，我没有丈夫。耶稣说，你说没有丈夫，是不错的；
Joh4:18 因为你有过[1]五个丈夫，现在有的，并不是你的丈夫，你所说的是真的。
Joh4:19 妇人说，先生，我看出你是申言者。
Joh4:20 [1]我们的祖宗在这山上敬拜，你们倒说，敬拜的地方必须在耶路撒冷。
Joh4:21 耶稣说，妇人，你当信我，时候将到，那时你们敬拜父，不在这山上，也不在耶路撒冷。
Joh4:22 你们敬拜你们所不知道的，我们敬拜我们所知道的，因为救恩是从犹太人出来的。
Joh4:23 时候将到，如今就是了，那真正敬拜父的，要在灵和真实里敬拜祂，因为父寻找这样敬拜祂的人。
Joh4:24 [1]神是[2]灵；[3]敬拜祂的，必须在[4]灵和[5]真实里[3]敬拜。
Joh4:25 妇人说，我知道弥赛亚（就是那称为基督的）要来；祂来了，必将一切的事都告诉我们。
Joh4:26 耶稣说，[1]这和你说话的就是祂。
Joh4:27 正在这时候，耶稣的门徒回来，就希奇祂同一个妇人说话；只是没有人说，你寻求什么？或说，你为什么同她说话？
Joh4:28 那妇人就[1]留下她的水罐子，往城里去，对众人说，
Joh4:29 你们来看，有一个人将我素来所行的一切事，都给我说出来了，[1]这岂不就是基督么？
Joh4:30 众人就出城往耶稣那里去。
Joh4:31 这其间，门徒求耶稣说，拉比，请吃。
Joh4:32 祂对他们说，[1]我有食物吃，是你们不知道的。
Joh4:33 门徒就彼此说，莫非有人拿什么给祂吃了？
Joh4:34 耶稣说，我的食物就是实行差我来者的旨意，作成祂的工。
Joh4:35 你们岂不是说，到收割的时候，还有四个月么？看哪，我告诉你们，举目向田观看，庄稼已经发白，可以收割了。
Joh4:36 收割的人得工价，收积[1]五谷[2]归入[3]永远的生命，叫撒种的和收割的一同欢乐。
Joh4:37 那人撒种，这人收割，这话可见是真的。
Joh4:38 我差你们去收你们所没有劳苦的，[1]别人劳苦，你们享受他们所劳苦的。
Joh4:39 那城里有好些撒玛利亚人信入了耶稣，因为那妇人作见证说，祂将我素来所行的一切事，都给我说出来了。
Joh4:40 于是撒玛利亚人来到耶稣跟前，求祂同他们住下，祂便在那里住了两天。
Joh4:41 因耶稣的话，信的人就更多了。
Joh4:42 他们便对妇人说，现在我们信，不再是因你的话；因为我们亲自听见了，知道这位真是世人的救主。
Joh4:43 过了那两天，耶稣就离开那里，往加利利去。
Joh4:44 因为耶稣自己作过见证说，申言者在[1]本地是不受尊敬的。
Joh4:45 到了加利利，加利利人因为看见祂在耶路撒冷过节时所行的一切事，就接待祂，因为他们也曾上去过节。
Joh4:46 耶稣又到了[1]加利利的[2]迦拿，就是祂从前变水为酒的地方。<br class="split">有一个[3]大臣，他的儿子在迦百农患病。
Joh4:47 这人听见耶稣从犹太到了加利利，就去到祂那里，求祂下去医治他的儿子，因为他儿子快要死了。
Joh4:48 耶稣就对他说，若不看见神迹奇事，你们总是不信。
Joh4:49 那大臣对祂说，先生，求你趁着我的孩子还没有死，就下去。
Joh4:50 耶稣对他说，去罢，你的儿子活了。那人信耶稣对他所说的[1]话，就去了。
Joh4:51 正下去的时候，他的奴仆迎见他，说他的孩子活了。
Joh4:52 他就向他们查问，孩子是什么时候见好的。他们说，昨天[1]午后七时，烧就退了。
Joh4:53 父亲便知道，那正是耶稣对他说你儿子活了的时候，他和他全家就都信了。
Joh4:54 这[1]第二件神迹，是耶稣从犹太来到加利利以后行的。
Joh5:1 这事以后，到了犹太人的一个节期，耶稣就上耶路撒冷去。
Joh5:2 在耶路撒冷靠近[1]羊门有一个池子，希伯来话叫作[2]毕士大，旁边有[3]五个廊子。
Joh5:3 [1]里面躺着许多病弱的、瞎眼的、瘸腿的、枯干的，[2]等候水动。
Joh5:4 因为有[1]天使时常下池子[2]搅动那水，水动之后，谁先下去，无论患什么病，都会[3]痊愈。
Joh5:5 在那里有一个[1]人，病了三十八年。
Joh5:6 耶稣看见他躺着，知道他已经病了许久，[1]就问他说，你想要痊愈么？
Joh5:7 病人回答说，[1]先生，水动的时候，[2]没有人把我放在池子里；我正去的时候，总有别人比我先下去。
Joh5:8 耶稣对他说，起来，拿你的[1]褥子走罢。
Joh5:9 那人立即[1]痊愈，就[2]拿起褥子走了。
Joh5:10 那天是安息日，所以犹太人对那治好的人说，今天是安息日，[1]你拿褥子是不可的。
Joh5:11 他却回答说，那使我痊愈的对我说，拿你的褥子走罢。
Joh5:12 他们问他说，那对你说拿褥子走的人是谁？
Joh5:13 那治好的人不知道是谁，因为那地方人多，耶稣已经退避了。
Joh5:14 这事以后，耶稣在殿里遇见他，对他说，看哪，你已经痊愈了，[1]不要再犯罪，恐怕你遭遇的更加厉害。
Joh5:15 那人就去告诉犹太人，使他痊愈的是耶稣。
Joh5:16 所以犹太人逼迫耶稣，[1]想要杀祂，因为祂在安息日作了这事。
Joh5:17 耶稣就对他们说，我父[1]作工直到如今，我也作工。
Joh5:18 所以犹太人就越发[1]想要杀祂，因祂不但犯了安息日，并且称神为祂的父，将自己[2]与神当作平等。
Joh5:19 耶稣对他们说，我实实在在的告诉你们，子从自己不能作什么，惟有看见父所作的，子才能作；[1]父所作的事，子也照样作。
Joh5:20 父爱子，将自己所作的一切事指示祂，还要将比这更大的事指示祂，叫你们希奇。
Joh5:21 父怎样叫死人起来，赐他们生命，子也照样随自己的意思赐人生命。
Joh5:22 父也不审判什么人，乃将审判的事全交与子，
Joh5:23 叫人都尊敬子，如同尊敬父一样。不尊敬子的，就是不尊敬差子来的父。
Joh5:24 我实实在在的告诉你们，那听我话，又信差我来者的，就有[1]永远的生命，不至于[2]受审判，乃是已经[3]出死入生了。
Joh5:25 我实实在在的告诉你们，时候将到，如今就是了，[1]死人要听见神儿子的声音，听见的人就要[1]活了。
Joh5:26 因为父怎样在自己里面有生命，就赐给子也照样在自己里面有生命；
Joh5:27 并且因为祂是[1]人子，就赐给祂行审判的权柄。
Joh5:28 你们不要把这事看作希奇，因为时候将到，[1]凡在坟墓里的，都要听见祂的声音，就出来；
Joh5:29 行善的归到[1]生命的复活，[2]作恶的归到[3]审判的复活。
Joh5:30 我从自己不能作什么；我怎么听见，就怎么审判；我的审判也是公平的，因为我不寻求自己的意思，只寻求那差我来者的意思。
Joh5:31 我若为自己作见证，我的见证就不真。
Joh5:32 另有一位为我作见证，我也知道他为我作的见证是真的。
Joh5:33 你们曾差人到约翰那里，他为[1]真理作过见证。
Joh5:34 其实我不接受从人来的见证；然而我说这些话，为要叫你们得救。
Joh5:35 约翰是点着且发亮的灯，你们情愿暂时在他的光中欢腾。
Joh5:36 但我有比约翰更大的见证，因为父交给我要我完成的工，就是我所作的这些工，为我作见证，我是父所[1]差来的。
Joh5:37 差我来的父，也为我[1]作过见证。你们从来没有听过祂的声音，也没有见过祂的形状，
Joh5:38 并且你们没有祂的话住在你们里面，因为祂所差来的这一位，你们不信。
Joh5:39 你们[1]查考圣经，因你们以为其中有永远的生命，为我作见证的就是这经。
Joh5:40 然而你们不肯[1]到我这里来得生命。
Joh5:41 我不接受从人来的荣耀。
Joh5:42 但我认识你们，知道你们里面没有神的爱。
Joh5:43 我[1]在我父的名里来，你们并不接受我；若有别人在自己的名里来，你们倒要接受他。
Joh5:44 你们互相受荣耀，却不寻求从独一之神来的荣耀，怎能信我呢？
Joh5:45 不要以为我要向父控告你们；有一位控告你们的，就是你们所仰赖的摩西。
Joh5:46 你们若信摩西，也必信我，因为他曾写过关于我的事。
Joh5:47 你们若不信他所写的，怎能信我的话？
Joh6:1 这事以后，耶稣渡过[1]加利利海，就是提比哩亚海。
Joh6:2 有大批群众，因为看见祂在病人身上所行的神迹，就跟随祂。
Joh6:3 耶稣上了[1]山，和门徒一同坐在那里。
Joh6:4 那时犹太人的[1]逾越节近了。
Joh6:5 耶稣举目看见大批群众向祂走来，就对腓力说，我们从那里买饼给这些人吃？
Joh6:6 祂说这话，是要试验腓力，祂自己原知道要怎样行。
Joh6:7 腓力回答说，就是二百[1]银币的饼，叫他们各人吃一点，也是不够的。
Joh6:8 有一个门徒，就是西门彼得的兄弟安得烈，对耶稣说，
Joh6:9 这里有一个孩童，他有[1]五个[2]大麦饼、[1]两条[2]鱼，只是供给这么多人，还算什么？
Joh6:10 耶稣说，你们叫众人坐下。原来那地方的草多。坐下的男人，数目约有五千。
Joh6:11 耶稣拿起饼来，祝谢了，就分给那坐着的人，分鱼也是这样，都随着他们所要的。
Joh6:12 他们吃饱了，耶稣对门徒说，把剩下的零碎收拾起来，免得有蹧蹋的。
Joh6:13 他们便将那五个大麦饼的零碎，就是众人吃了剩下的，收拾起来，装满了[1]十二篮子。
Joh6:14 众人看见耶稣所行的神迹，就说，这真是那要到世上来的申言者。
Joh6:15 耶稣既知道众人要来[1]强逼祂作王，就独自又退到山上去了。
Joh6:16 到了晚上，祂的门徒下海边去，
Joh6:17 上了船，要过海往迦百农去。天已经黑了，耶稣还没有来到他们那里。
Joh6:18 因为起了大风，[1]海就翻腾起来。
Joh6:19 门徒摇橹约行了五、六公里，看见[1]耶稣在海上行走，渐渐近了船，他们就害怕。
Joh6:20 耶稣对他们说，是我，不要怕。
Joh6:21 门徒这才乐意[1]接祂上船，船立刻到了他们所要去的地方。
Joh6:22 第二日，站在海那边的群众，看见那里除了一只小船以外，没有别的船，又知道耶稣没有同祂的门徒上船，乃是门徒自己去的。
Joh6:23 另有几只小船从提比哩亚来，靠近主祝谢后，众人吃饼的地方。
Joh6:24 群众见耶稣和祂的门徒都不在那里，就上了小船，往迦百农去找耶稣。
Joh6:25 他们既在海那边找着了，就对祂说，拉比，你是几时到这里来的？
Joh6:26 耶稣回答说，我实实在在的告诉你们，你们找我，并不是因看见神迹，乃是因吃饼得饱。
Joh6:27 不要为那必坏的食物劳力，要为那存到[1]永远生命的食物劳力，就是人子要赐给你们的，因为祂是父神所印证的。
Joh6:28 他们问祂说，我们当怎样[1]行，才算[1]作神的工？
Joh6:29 耶稣回答说，[1]信入神所[2]差来的，这就是作神的工。
Joh6:30 他们就说，这样，你行什么神迹，叫我们看见就信你？你到底作什么工？
Joh6:31 我们的祖宗在旷野吃过吗哪，如经上所记：“祂把那从天上来的[1]粮赐给他们吃。”
Joh6:32 耶稣说，我实实在在的告诉你们，不是摩西把那从天上来的粮赐给你们，乃是我父把那从天上来的真粮赐给你们。
Joh6:33 因为神的粮，就是那[1]从天上降下来赐生命给世人的。
Joh6:34 他们对祂说，主阿，常将这粮赐给我们。
Joh6:35 耶稣对他们说，我就是[1]生命的粮，到我这里来的，[2]必永远不饿；信入我的，必永远不渴。
Joh6:36 只是我对你们说过，你们已经看见我，还是不信。
Joh6:37 凡父所赐给我的人，必到我这里来；到我这里来的，我绝不把他丢在外面。
Joh6:38 因为我从天上降下来，不是要行我自己的意思，乃是要行那差我来者的意思。
Joh6:39 那差我来者的意思，就是凡祂所赐给我的，叫我一个也不失落，在末日却叫他复活。
Joh6:40 因为我父的意思，是叫一切看见子而信入祂的人，得着永远的生命，并且在末日我要叫他复活。
Joh6:41 犹太人因为耶稣说，我是从天上降下来的粮，就唧咕议论祂。
Joh6:42 他们说，这不是[1]约瑟的儿子耶稣么？祂的父母我们岂不认得么？祂如今怎么说，我是从天上降下来的？
Joh6:43 耶稣回答说，你们不要彼此唧咕议论。
Joh6:44 若不是差我来的父吸引人，就没有人能到我这里来；到我这里来的，在末日我要叫他复活。
Joh6:45 申言者书上记着，“他们都要蒙神的教导。”凡从父听见又学习的，就到我这里来。
Joh6:46 这不是说，有人看见过父，惟独[1]从神来的，祂看见过父。
Joh6:47 我实实在在的告诉你们，信的人有永远的生命。
Joh6:48 我就是生命的粮。
Joh6:49 你们的祖宗在旷野吃过吗哪，还是死了。
Joh6:50 这是从天上降下来的粮，叫人吃了就不死。
Joh6:51 我是从天上降下来的[1]活粮，人若吃这粮，就必永远活着。<br class="split">我所要赐的粮，就是我的[2]肉，[3]为世人的生命所赐的。
Joh6:52 于是犹太人彼此争论说，这个人怎能把祂的肉给我们吃？
Joh6:53 耶稣说，我实实在在的告诉你们，你们若不吃人子的肉，不喝人子的[1]血，就没有生命在你们里面。
Joh6:54 [1]吃我[2]肉喝我[2]血的人，就有永远的生命，在末日我要叫他复活。
Joh6:55 我的肉是真正的食物，我的血是真正的饮料。
Joh6:56 吃我肉喝我血的人，就住在我里面，[1]我也住在他里面。
Joh6:57 活的父怎样差我来，我又因父活着，照样，那[1]吃我的人，也要因我活着。
Joh6:58 这就是从天上降下来的粮，吃这粮的人，就永远活着，不像你们的祖宗吃过吗哪，还是死了。
Joh6:59 这些话是耶稣在迦百农施教的时候，在会堂里说的。
Joh6:60 祂的门徒中有好些人听见了，就说，这话甚难，谁能听呢？
Joh6:61 耶稣心里知道门徒为这话唧咕议论，就对他们说，这话是叫你们绊跌么？
Joh6:62 若是你们看见人子[1]升到祂先前所在的地方，怎么样呢？
Joh6:63 [1]赐人生命的乃是灵，[2]肉是无益的；我对你们所说的[3]话，就是灵，就是生命。
Joh6:64 只是你们中间有不信的人。原来耶稣从起头就知道谁是不信的，谁要[1]出卖祂。
Joh6:65 耶稣又说，所以我对你们说过，若不是蒙父所赐，没有人能到我这里来。
Joh6:66 从此祂门徒中有许多退去的，不再与祂同行。
Joh6:67 耶稣就对那十二个门徒说，你们也想离去么？
Joh6:68 西门彼得回答祂说，主阿，你有永远生命的话，我们还归从谁？
Joh6:69 我们已经信了，又知道你是神的圣者。
Joh6:70 耶稣回答说，我不是拣选了你们十二个么？但你们中间有一个是魔鬼。
Joh6:71 耶稣是指着加略人西门的儿子犹大说的；他本是十二门徒中的一个，后来要出卖耶稣的。
Joh7:1 这事以后，耶稣在加利利行走，不愿在犹太往来，因为犹太人想要[1]杀祂。
Joh7:2 当时犹太人的[1]住棚节近了。
Joh7:3 耶稣的兄弟就对祂说，你离开这里上犹太去罢，叫你的门徒也看见你所行的事。
Joh7:4 人要显扬自己，没有在隐密中行事的。你若行这些事，就当将自己显明给世人看。
Joh7:5 原来连祂的兄弟也不信入祂。
Joh7:6 耶稣就对他们说，我的[1]时候还没有到，你们的时候却常是方便的。
Joh7:7 世人不能恨你们，却是恨我，因为我指证他们所作的是恶的。
Joh7:8 你们上去过节罢，我现在不上去过这节，因为我的时候还没有到。
Joh7:9 耶稣说了这话，仍旧住在加利利。
Joh7:10 然而祂兄弟上去过节以后，祂也上去了，但[1]不是明去，似乎是暗去的。
Joh7:11 正当节期的时候，犹太人寻找耶稣，说，那人在那里？
Joh7:12 群众纷纷唧咕议论祂，有的说，祂是好人；另有的却说，不然，祂是迷惑群众的。
Joh7:13 只是没有人公开的讲论祂，因为怕犹太人。
Joh7:14 节期当中，耶稣上殿里去施教。
Joh7:15 犹太人就希奇说，这个人[1]没有学过，怎么会明白书？
Joh7:16 耶稣回答说，我的教训不是我自己的，乃是那差我来者的。
Joh7:17 人若立志实行祂的旨意，就必晓得这教训或是出于神，或是我从自己说的。
Joh7:18 那从自己说的，是寻求自己的荣耀；惟有那寻求差祂来者之荣耀的，这人才是真的，在祂里面没有不义。
Joh7:19 摩西岂不是赐律法给你们么？你们却没有一个人遵行律法。你们为什么想要杀我？
Joh7:20 群众回答说，你有鬼附着，谁想要杀你？
Joh7:21 耶稣回答说，我作了一件事，你们都以为希奇。
Joh7:22 摩西传割礼给你们，（其实不是从摩西开始的，乃是从祖先开始的，）因此你们也在安息日给人行割礼。
Joh7:23 人若在安息日受割礼，免得违背摩西的律法，我在安息日叫一个人全然康复，你们就向我生气么？
Joh7:24 不可按[1]外貌判断，总要[2]作公义的判断。
Joh7:25 耶路撒冷人中有的说，这不就是他们想要杀的人么？
Joh7:26 你看祂还公开讲论，他们也不向祂说什么。难道官长真知道这是基督么？
Joh7:27 然而这个人，我们晓得祂是那里的；只是基督来的时候，没有人知道祂是那里的。
Joh7:28 那时耶稣在殿里施教，大声说，你们[1]认识我，也[1]晓得我是那里的；我并不是从自己来的，但那差我来的是真的，你们不[1]认识祂；
Joh7:29 我却认识祂，因为我是[1]从祂来的，是祂[2]差了我来。
Joh7:30 他们就想要捉拿耶稣，只是没有人下手，因为祂的时候还没有到。
Joh7:31 但群众中有许多人信入了祂，并且说，基督来的时候，祂所行的神迹，难道会比这人所行的更多么？
Joh7:32 法利赛人听见群众唧咕议论这些关于耶稣的事，祭司长和法利赛人就打发差役去捉拿祂。
Joh7:33 于是耶稣说，我还有不多的时候和你们同在，以后就回到差我来的那里去。
Joh7:34 你们要找我，却找不着，我所在的地方，你们不能到。
Joh7:35 犹太人就彼此说，这人要往那里去，叫我们找不着？难道祂要往散居在希利尼人中的犹太人那里，去教训希利尼人么？
Joh7:36 祂说，你们要找我，却找不着，我所在的地方，你们不能到。这话是什么意思？
Joh7:37 节期的[1]末日，就是最大之日，耶稣站着高声说，人若渴了，可以到我这里来喝。
Joh7:38 信入我的人，就如经上所说，从他腹中要[1]流出[2]活水的江河来。
Joh7:39 耶稣这话是指着信入祂的人将要受的那灵说的；那时还没有那[1]灵，因为耶稣尚未得着荣耀。
Joh7:40 群众听见这话，有的说，这真是那申言者。
Joh7:41 另有的说，这是基督。但也有的说，基督岂是从[1]加利利出来的么？
Joh7:42 经上岂不是说，基督是出于大卫的后裔，是从大卫的本乡伯利恒出来的么？
Joh7:43 于是群众因着耶稣起了分裂。
Joh7:44 其中有人想要捉拿祂，只是没有人下手。
Joh7:45 差役回到祭司长和法利赛人那里，他们对差役说，你们为什么没有带祂来？
Joh7:46 差役回答说，从来没有像祂这样说话的。
Joh7:47 法利赛人回答他们说，你们也受了迷惑么？
Joh7:48 官长或是法利赛人，岂有信入祂的？
Joh7:49 但这不明白律法的群众，是被咒诅的。
Joh7:50 他们当中有尼哥底母，就是先前到耶稣那里去的，对他们说，
Joh7:51 若不先听本人的口供，不知道他所作的事，难道我们的律法就[1]定他的罪么？
Joh7:52 他们回答他说，难道你也是出于加利利么？你且去查考，就知道没有申言者是出于加利利而兴起的。
Joh7:53 [1]于是各人都回自己的家去了。
Joh8:1 耶稣往橄榄山去。
Joh8:2 清早又来到殿里，众百姓都到祂那里去，祂就坐下教训他们。
Joh8:3 经学家和法利赛人，带着一个[1]行淫时被拿的妇人来，叫她站在当中，
Joh8:4 就对耶稣说，夫子，这妇人是正在行淫时被拿的。
Joh8:5 摩西在律法上吩咐我们，把这样的妇人用石头打死，[1]这样，你怎么说？
Joh8:6 他们说这话，是要试诱耶稣，好得着把柄告祂。耶稣却[1]弯下腰来，用指头在地上写字。
Joh8:7 他们还是不住的问祂，耶稣就直起腰来，对他们说，你们中间谁是没有罪的，谁就先拿石头打她。
Joh8:8 于是又弯下腰来，在地上写字。
Joh8:9 他们听见了，就从老的开始，一个一个的出去了；只剩下耶稣一人，还有那妇人仍然站在当中。
Joh8:10 耶稣就直起腰来，对她说，妇人，那些人在那里？没有人定你的罪么？
Joh8:11 她说，[1]主阿，没有。耶稣说，[2]我也不定你的罪；去罢，从今以后不要再犯罪了。
Joh8:12 于是耶稣又对众人讲论说，我是世界的光，跟从我的，就绝不在黑暗里行，必要得着[1]生命的光。
Joh8:13 法利赛人就对祂说，你是为自己作见证，你的见证不真。
Joh8:14 耶稣回答他们说，我就是为自己作见证，我的见证还是真的，因我晓得我从那里来，往那里去，你们却不晓得我从那里来，往那里去。
Joh8:15 你们是凭肉体[1]判断人，我不[1]判断任何人。
Joh8:16 我就是判断，我的判断也是真的，因为我并不单独，还有差我来的父[1]与我同在。
Joh8:17 连你们的律法上也记着，两个人的见证是真的：
Joh8:18 我是为我自己作见证的，还有差我来的父，也为我作见证。
Joh8:19 他们就问祂说，你的父在那里？耶稣回答说，你们不[1]认识我，也不认识我的父；你们若认识我，也就认识我的父。
Joh8:20 这些话是耶稣在殿里施教的时候，在银库那里说的，也没有人拿祂，因为祂的时候还没有到。
Joh8:21 耶稣又对他们说，我要去了，你们要寻找我，并且你们要死在你们的罪中；我所去的地方，你们不能到。
Joh8:22 犹太人就说，祂说我所去的地方，你们不能到，难道祂要自杀么？
Joh8:23 耶稣对他们说，你们是[1]出于下头的，我是[1]出于上头的；你们是[1]属这世界的，我不是[1]属这世界的。
Joh8:24 所以我对你们说，你们要死在你们的[1]罪中；你们若不信[2]我是，必要死在你们的[1]罪中。
Joh8:25 他们就对祂说，你是谁？耶稣对他们说，基本上，就是我对你们所[1]讲说的。
Joh8:26 关于你们，我有许多事要讲说，要判断；但那差我来的是真实的，我把从祂所听见的这些事，对世人讲说。
Joh8:27 他们不明白耶稣是在对他们讲说父。
Joh8:28 所以耶稣对他们说，你们[1]举起人子以后，必知道我是，并且知道我不从自己作什么；我说这些话，乃是照着父所教训我的。
Joh8:29 那差我来的是与我同在，祂没有撇下我独自一人，因为我始终作祂所喜悦的事。
Joh8:30 耶稣说这些话的时候，就有许多人信入了祂。
Joh8:31 耶稣对信祂的犹太人说，你们若住在我的话里，就真是我的门徒；
Joh8:32 你们必认识[1]真理，[1]真理必叫你们得以自由。
Joh8:33 他们回答祂说，我们是亚伯拉罕的后裔，从来没有被谁奴役过；你怎么说，你们必得以自由？
Joh8:34 耶稣回答他们说，我实实在在的告诉你们，凡犯罪的，就是罪的奴仆。
Joh8:35 奴仆不永远住在家里，儿子是永远住在家里。
Joh8:36 所以神的儿子若叫你们自由，你们就真自由了。
Joh8:37 我知道你们是亚伯拉罕的后裔；你们却想要杀我，因为你们里面容不下我的话。
Joh8:38 我所说的，是在我父那里看见的；你们所行的，是从你们的父听见的。
Joh8:39 他们回答祂说，我们的父就是亚伯拉罕。耶稣对他们说，你们若是亚伯拉罕的[1]子孙，就必行亚伯拉罕所作的。
Joh8:40 现在你们却想要杀我这个将从神所听见的真理，对你们讲了的人！这不是亚伯拉罕所行的。
Joh8:41 你们是行你们父所作的。他们对祂说，我们不是从淫乱生的；我们只有一位父，就是神。
Joh8:42 耶稣对他们说，倘若神是你们的父，你们就必爱我；因为我是出于神而前来的，并且已经来了。我不是从自己来的，乃是祂[1]差了我来。
Joh8:43 你们为什么不明白我的讲说？无非是因你们不能听我的话。
Joh8:44 你们是出于[1]那父魔鬼，你们父的私欲，你们愿意行。他从起初就是杀人的，并且不站在真理中，因为在他里面没有真理。他说谎是出于他自己的[2]私有物，因他是说谎的，也是[3]说谎者的父。
Joh8:45 我讲真理，你们却因此不信我。
Joh8:46 你们中间谁能指证我有罪？我既然讲真理，你们为什么不信我？
Joh8:47 出于神的，必听神的[1]话；你们所以不听，因为你们不是出于神。
Joh8:48 犹太人回答祂说，我们说你是撒玛利亚人，又有鬼附着，岂不正对么？
Joh8:49 耶稣回答说，我没有鬼附着，我尊敬我的父，你们倒侮辱我。
Joh8:50 然而我不寻求自己的荣耀，有一位为我寻求荣耀并审判人的。
